,bitcoin_price,ethereum_price,dogecoin_price,date,bitcoin_volume,ethereum_volume,dogecoin_volume
502,65781.4738586104,4672.829572727963,0.3018982216678337,2021-10-03,40949615314.540474,29374568600.34306,1402182073.0247564
503,66359.24643937631,4709.164728954681,0.3053549781396679,2021-10-04,35781478143.260414,24918045118.232395,1322726876.2814345
504,67562.87164004681,4649.980239762701,0.3335426768125551,2021-10-05,44838387625.380684,27291744489.657375,4388820882.156711
505,70909.23594865015,4831.229704455499,0.3453613525911333,2021-10-06,48692317918.097725,26109327253.573174,5582768539.90106
506,76108.46509125762,4933.591685010832,0.34685997756836123,2021-10-07,66559552185.37825,33936507854.79084,5645126072.61637
507,73660.33128631974,4913.347475915569,0.3327198262640522,2021-10-08,49954387723.30826,28957019020.128876,3770789445.229573
508,73896.4683890773,4868.7221261756695,0.33242289412005677,2021-10-09,46429716476.74343,24824827146.851044,2414810821.4809184
509,75411.02336188304,4908.455231790482,0.3381170327344311,2021-10-10,43676256549.14581,18899632214.783726,1843902294.6291463
510,75024.80013365825,4704.857276012655,0.3144304137560744,2021-10-11,52902636443.65968,24829066162.934,1584520303.3926804
511,78349.68158074025,4814.600582646014,0.31567311458780134,2021-10-12,57039514024.26165,27795310408.004845,1746238322.7584894
512,76719.36102657841,4763.863209126886,0.30825479417119744,2021-10-13,54502762439.617874,27519602129.00066,2304692984.507676
513,77902.31459447542,4885.374962247949,0.3153755909085335,2021-10-14,55853330486.61403,24796272179.701263,1704378527.0356412
514,77484.48608038736,5117.558680675946,0.31421573063428343,2021-10-15,48544914448.80761,29238097213.14266,1680734904.164683
515,83329.25723801865,5238.517314611295,0.31687210692528217,2021-10-16,72334004581.75064,31202369443.1885,2287850351.0730076
516,82461.85850053742,5196.5307542675455,0.32161775837480044,2021-10-17,47705711341.55426,24475434743.071754,1903319179.255575
517,82901.61379962992,5187.380389135245,0.3203003867028051,2021-10-18,39881279004.30477,23234416108.342068,1802846487.4788496
518,83659.14430762982,5062.0950323059305,0.3320066093204887,2021-10-19,53432157419.79103,25537082968.728832,5969256584.047883
519,86321.64596201183,5197.399110019417,0.329870563946264,2021-10-20,56930778746.371475,23346774585.424007,2212175555.518615
520,88068.4097721075,5546.610520236824,0.3384026625386859,2021-10-21,54234779153.216835,29164016724.26716,2305555312.7656703
521,83799.1776279614,5459.293896037806,0.32630280222426544,2021-10-22,65266768582.310394,67151182001.6346,2291526700.7457733
522,81753.89590120343,5345.897902950629,0.3301092107310401,2021-10-23,54610139129.507515,29034183099.442852,2497972775.36192
523,82497.24764437163,5599.813224875444,0.33697160376791274,2021-10-24,38192391187.047356,22107075289.50424,2114368222.9625282
524,81935.64492956662,5484.744908029067,0.37275179145676696,2021-10-25,40158758038.26308,22092305567.824074,6619741766.069148
525,84393.85840404274,5646.2706239851395,0.353723800552261,2021-10-26,41180844698.2247,22733271518.286777,4458184816.767797
526,80685.93231366877,5528.6116578783995,0.34186804046297675,2021-10-27,44245989403.4501,25197452930.87747,3613330128.091413
527,78200.47295190665,5259.626592365029,0.31893956469912615,2021-10-28,58644355159.05018,38367291401.93981,6329172345.540277
528,80665.58817804746,5692.213212592218,0.39767460330999765,2021-10-29,69450060733.77924,39809889795.33884,23909804043.56254
529,82854.40412575769,5883.771450392334,0.3842050298807319,2021-10-30,51414141391.45071,33872566296.38982,7826474867.698562
530,82261.1754322079,5752.963715025625,0.35691291312894563,2021-10-31,42316653629.928665,21201286777.76639,4787958114.113152
531,81793.48462665654,5710.431087263443,0.37222199244286724,2021-11-01,43237258502.75366,24635315132.426796,5831372591.234317
532,81276.75503961626,5758.55305333378,0.3616649924468542,2021-11-02,47651248212.24093,25578977279.627228,3905635177.4570227
533,85058.83118529158,6181.787973582456,0.36833108351067184,2021-11-03,50210549484.803856,29769241315.627502,3293558509.1252537
534,84563.58162541103,6171.990137791807,0.3612461068102351,2021-11-04,48973872498.263954,30466195224.530136,3059337832.396821
535,83152.49754329566,6141.791485133019,0.35583031433884993,2021-11-05,44750268164.882355,26434463900.951828,2552154886.106798
536,82823.0624831438,6078.191424298079,0.3540343874277127,2021-11-06,42166700188.90036,21882726690.95709,2236508691.9812293
537,83382.86714154774,6121.871661637411,0.35498856645465127,2021-11-07,42493224879.547966,23932445844.282265,2148929941.729579
538,85351.71691232632,6254.346871564278,0.3602980852344509,2021-11-08,33622535646.499596,19825650216.550484,1770274412.3607426
